RKDN=3.04e-05   RKDX=6.09e-04   TENTR=1.60e-05   TENTRX=9.19e-05   VVX=-2.54e+01   RAUTEFR=5.10e-03   RAUTEFS=5.76e-03   RQICRMIN=1.06e-07   RQICRMAX=3.69e-05   RQLCR=1.94e-04   TFVI=7.27e-02   TFVL=1.22e-01   RACCEF=1.21e+00   RRIMEF=1.36e+00   RAGGEF=9.74e-01   REVASX=1.92e-07   RREVASXCS=3.90e-01   RSWINHF_LIQ=9.65e-01   RSWINHF_ICE=5.95e-01   RLWINHF_LIQ=6.57e-01   RLWINHF_ICE=6.55e-01   
RKDN=2.55e-05   RKDX=4.70e-04   TENTR=1.53e-05   TENTRX=1.13e-04   VVX=-4.73e+01   RAUTEFR=4.31e-03   RAUTEFS=4.39e-03   RQICRMIN=2.29e-07   RQICRMAX=4.87e-05   RQLCR=5.99e-05   TFVI=1.60e-01   TFVL=9.44e-02   RACCEF=1.26e+00   RRIMEF=1.69e+00   RAGGEF=1.35e+00   REVASX=7.62e-07   RREVASXCS=5.88e-01   RSWINHF_LIQ=8.91e-01   RSWINHF_ICE=9.75e-01   RLWINHF_LIQ=8.22e-01   RLWINHF_ICE=6.21e-01   
RKDN=4.40e-05   RKDX=5.55e-04   TENTR=8.30e-06   TENTRX=1.07e-04   VVX=-2.69e+01   RAUTEFR=2.57e-03   RAUTEFS=2.36e-03   RQICRMIN=2.45e-07   RQICRMAX=2.71e-05   RQLCR=8.32e-04   TFVI=1.35e-01   TFVL=9.25e-02   RACCEF=7.60e-01   RRIMEF=1.82e+00   RAGGEF=1.14e+00   REVASX=9.55e-07   RREVASXCS=6.50e-02   RSWINHF_LIQ=7.40e-01   RSWINHF_ICE=8.10e-01   RLWINHF_LIQ=5.43e-01   RLWINHF_ICE=7.35e-01   
RKDN=3.28e-05   RKDX=4.10e-04   TENTR=5.75e-06   TENTRX=5.52e-05   VVX=-4.30e+01   RAUTEFR=1.26e-03   RAUTEFS=2.46e-03   RQICRMIN=1.01e-07   RQICRMAX=4.03e-05   RQLCR=9.35e-04   TFVI=1.14e-01   TFVL=1.10e-01   RACCEF=1.29e+00   RRIMEF=1.21e+00   RAGGEF=1.07e-01   REVASX=4.23e-07   RREVASXCS=3.90e-02   RSWINHF_LIQ=9.87e-01   RSWINHF_ICE=8.10e-01   RLWINHF_LIQ=6.77e-01   RLWINHF_ICE=7.25e-01   
RKDN=3.67e-05   RKDX=5.11e-04   TENTR=1.81e-05   TENTRX=1.27e-04   VVX=-4.21e+01   RAUTEFR=1.75e-03   RAUTEFS=2.28e-03   RQICRMIN=2.64e-07   RQICRMAX=1.32e-05   RQLCR=9.68e-04   TFVI=9.11e-02   TFVL=1.00e-01   RACCEF=1.03e+00   RRIMEF=1.75e+00   RAGGEF=6.16e-01   REVASX=7.42e-07   RREVASXCS=1.83e-01   RSWINHF_LIQ=8.49e-01   RSWINHF_ICE=6.29e-01   RLWINHF_LIQ=9.42e-01   RLWINHF_ICE=6.99e-01   
RKDN=3.95e-05   RKDX=3.21e-04   TENTR=8.93e-06   TENTRX=4.09e-05   VVX=-2.88e+01   RAUTEFR=2.86e-03   RAUTEFS=1.18e-03   RQICRMIN=1.75e-07   RQICRMAX=3.17e-05   RQLCR=7.34e-04   TFVI=3.08e-02   TFVL=9.31e-02   RACCEF=7.33e-01   RRIMEF=1.82e+00   RAGGEF=6.53e-01   REVASX=3.14e-07   RREVASXCS=9.06e-01   RSWINHF_LIQ=6.03e-01   RSWINHF_ICE=9.69e-01   RLWINHF_LIQ=7.48e-01   RLWINHF_ICE=8.73e-01   
RKDN=2.09e-05   RKDX=9.55e-04   TENTR=1.31e-05   TENTRX=1.23e-04   VVX=-2.86e+01   RAUTEFR=2.90e-03   RAUTEFS=4.34e-03   RQICRMIN=9.01e-08   RQICRMAX=4.39e-05   RQLCR=3.31e-04   TFVI=1.76e-01   TFVL=6.15e-02   RACCEF=9.28e-01   RRIMEF=1.17e+00   RAGGEF=6.81e-01   REVASX=1.82e-07   RREVASXCS=3.77e-01   RSWINHF_LIQ=8.32e-01   RSWINHF_ICE=6.81e-01   RLWINHF_LIQ=5.05e-01   RLWINHF_ICE=7.75e-01   
RKDN=4.82e-05   RKDX=6.66e-04   TENTR=1.00e-05   TENTRX=5.06e-05   VVX=-2.65e+01   RAUTEFR=1.06e-03   RAUTEFS=3.19e-03   RQICRMIN=9.74e-08   RQICRMAX=1.63e-05   RQLCR=3.29e-04   TFVI=1.51e-01   TFVL=1.90e-01   RACCEF=7.02e-01   RRIMEF=6.83e-01   RAGGEF=1.23e+00   REVASX=6.25e-07   RREVASXCS=2.90e-01   RSWINHF_LIQ=6.52e-01   RSWINHF_ICE=6.95e-01   RLWINHF_LIQ=9.15e-01   RLWINHF_ICE=6.52e-01   
RKDN=2.80e-05   RKDX=9.54e-05   TENTR=1.43e-05   TENTRX=8.42e-05   VVX=-3.88e+01   RAUTEFR=3.38e-03   RAUTEFS=4.01e-03   RQICRMIN=6.02e-08   RQICRMAX=3.03e-05   RQLCR=9.94e-04   TFVI=3.46e-02   TFVL=2.24e-02   RACCEF=8.03e-01   RRIMEF=1.52e+00   RAGGEF=4.31e-01   REVASX=4.85e-07   RREVASXCS=9.82e-01   RSWINHF_LIQ=6.31e-01   RSWINHF_ICE=9.63e-01   RLWINHF_LIQ=8.89e-01   RLWINHF_ICE=8.00e-01   
RKDN=4.44e-05   RKDX=1.50e-04   TENTR=1.78e-05   TENTRX=7.60e-05   VVX=-2.10e+01   RAUTEFR=1.20e-03   RAUTEFS=2.62e-03   RQICRMIN=1.23e-07   RQICRMAX=3.71e-05   RQLCR=6.91e-04   TFVI=1.58e-01   TFVL=5.82e-02   RACCEF=9.05e-01   RRIMEF=1.39e+00   RAGGEF=7.94e-01   REVASX=5.39e-07   RREVASXCS=6.10e-01   RSWINHF_LIQ=7.78e-01   RSWINHF_ICE=5.74e-01   RLWINHF_LIQ=9.63e-01   RLWINHF_ICE=9.67e-01   
RKDN=3.99e-05   RKDX=7.29e-04   TENTR=1.76e-05   TENTRX=9.61e-05   VVX=-4.75e+01   RAUTEFR=4.69e-03   RAUTEFS=8.04e-04   RQICRMIN=1.60e-07   RQICRMAX=1.44e-05   RQLCR=3.49e-04   TFVI=9.01e-03   TFVL=1.24e-01   RACCEF=9.99e-01   RRIMEF=7.41e-01   RAGGEF=1.30e+00   REVASX=1.79e-07   RREVASXCS=2.06e-01   RSWINHF_LIQ=5.43e-01   RSWINHF_ICE=8.05e-01   RLWINHF_LIQ=8.65e-01   RLWINHF_ICE=7.20e-01   
RKDN=4.84e-05   RKDX=4.19e-04   TENTR=1.42e-05   TENTRX=6.96e-05   VVX=-3.51e+01   RAUTEFR=2.37e-03   RAUTEFS=5.26e-03   RQICRMIN=2.87e-07   RQICRMAX=3.57e-05   RQLCR=4.76e-04   TFVI=3.19e-02   TFVL=5.41e-02   RACCEF=7.16e-01   RRIMEF=1.84e+00   RAGGEF=1.76e-01   REVASX=6.07e-08   RREVASXCS=8.03e-01   RSWINHF_LIQ=5.37e-01   RSWINHF_ICE=9.99e-01   RLWINHF_LIQ=7.60e-01   RLWINHF_ICE=6.74e-01   
RKDN=2.93e-05   RKDX=2.25e-04   TENTR=5.00e-06   TENTRX=5.22e-05   VVX=-3.05e+01   RAUTEFR=4.14e-03   RAUTEFS=5.30e-03   RQICRMIN=1.43e-07   RQICRMAX=2.82e-05   RQLCR=6.72e-04   TFVI=1.04e-01   TFVL=1.28e-01   RACCEF=5.71e-01   RRIMEF=1.39e+00   RAGGEF=1.31e+00   REVASX=2.11e-07   RREVASXCS=5.33e-01   RSWINHF_LIQ=9.23e-01   RSWINHF_ICE=6.12e-01   RLWINHF_LIQ=7.97e-01   RLWINHF_ICE=6.96e-01   
RKDN=3.70e-05   RKDX=4.21e-04   TENTR=1.93e-05   TENTRX=1.29e-04   VVX=-3.03e+01   RAUTEFR=3.56e-03   RAUTEFS=5.53e-03   RQICRMIN=1.12e-07   RQICRMAX=4.74e-05   RQLCR=6.37e-04   TFVI=1.47e-01   TFVL=9.72e-02   RACCEF=8.81e-01   RRIMEF=1.65e+00   RAGGEF=6.65e-01   REVASX=6.62e-07   RREVASXCS=5.72e-01   RSWINHF_LIQ=9.78e-01   RSWINHF_ICE=9.60e-01   RLWINHF_LIQ=5.38e-01   RLWINHF_ICE=8.08e-01   
RKDN=3.24e-05   RKDX=9.86e-04   TENTR=1.21e-05   TENTRX=1.47e-04   VVX=-2.29e+01   RAUTEFR=3.00e-03   RAUTEFS=5.58e-03   RQICRMIN=3.42e-08   RQICRMAX=1.17e-05   RQLCR=3.65e-04   TFVI=6.35e-02   TFVL=8.97e-03   RACCEF=7.86e-01   RRIMEF=1.14e+00   RAGGEF=7.77e-01   REVASX=7.53e-07   RREVASXCS=2.61e-01   RSWINHF_LIQ=5.74e-01   RSWINHF_ICE=9.26e-01   RLWINHF_LIQ=9.56e-01   RLWINHF_ICE=8.52e-01   
RKDN=2.34e-05   RKDX=4.61e-04   TENTR=7.60e-06   TENTRX=1.01e-04   VVX=-2.06e+01   RAUTEFR=3.49e-03   RAUTEFS=7.33e-04   RQICRMIN=2.45e-08   RQICRMAX=3.19e-05   RQLCR=5.20e-04   TFVI=4.87e-02   TFVL=1.41e-01   RACCEF=1.19e+00   RRIMEF=1.75e+00   RAGGEF=1.20e+00   REVASX=7.57e-07   RREVASXCS=7.30e-01   RSWINHF_LIQ=9.90e-01   RSWINHF_ICE=5.23e-01   RLWINHF_LIQ=6.00e-01   RLWINHF_ICE=6.42e-01   
RKDN=4.24e-05   RKDX=4.28e-04   TENTR=1.22e-05   TENTRX=1.08e-04   VVX=-4.69e+01   RAUTEFR=5.12e-03   RAUTEFS=3.96e-03   RQICRMIN=2.25e-08   RQICRMAX=2.63e-05   RQLCR=3.77e-04   TFVI=7.02e-02   TFVL=1.16e-01   RACCEF=8.30e-01   RRIMEF=6.40e-01   RAGGEF=1.15e+00   REVASX=2.38e-07   RREVASXCS=7.54e-01   RSWINHF_LIQ=5.69e-01   RSWINHF_ICE=5.62e-01   RLWINHF_LIQ=7.86e-01   RLWINHF_ICE=9.75e-01   
RKDN=3.69e-05   RKDX=7.08e-04   TENTR=8.03e-06   TENTRX=7.69e-05   VVX=-4.36e+01   RAUTEFR=4.45e-03   RAUTEFS=3.39e-03   RQICRMIN=2.47e-07   RQICRMAX=3.06e-05   RQLCR=4.68e-04   TFVI=1.40e-01   TFVL=1.34e-01   RACCEF=1.28e+00   RRIMEF=1.76e+00   RAGGEF=1.36e+00   REVASX=2.56e-07   RREVASXCS=1.34e-01   RSWINHF_LIQ=5.42e-01   RSWINHF_ICE=8.45e-01   RLWINHF_LIQ=6.08e-01   RLWINHF_ICE=7.03e-01   
RKDN=3.84e-05   RKDX=7.03e-04   TENTR=1.68e-05   TENTRX=5.73e-05   VVX=-3.98e+01   RAUTEFR=2.53e-03   RAUTEFS=4.05e-03   RQICRMIN=1.78e-07   RQICRMAX=4.84e-05   RQLCR=9.69e-05   TFVI=1.20e-01   TFVL=2.98e-02   RACCEF=6.17e-01   RRIMEF=9.64e-01   RAGGEF=9.60e-01   REVASX=1.43e-07   RREVASXCS=1.73e-01   RSWINHF_LIQ=7.22e-01   RSWINHF_ICE=7.32e-01   RLWINHF_LIQ=7.55e-01   RLWINHF_ICE=7.10e-01   
RKDN=4.54e-05   RKDX=9.26e-04   TENTR=1.25e-05   TENTRX=1.44e-04   VVX=-4.97e+01   RAUTEFR=7.75e-04   RAUTEFS=5.11e-03   RQICRMIN=1.13e-07   RQICRMAX=2.84e-05   RQLCR=6.45e-04   TFVI=1.67e-01   TFVL=1.99e-02   RACCEF=1.39e+00   RRIMEF=8.49e-01   RAGGEF=1.18e+00   REVASX=5.49e-07   RREVASXCS=3.82e-01   RSWINHF_LIQ=9.34e-01   RSWINHF_ICE=6.17e-01   RLWINHF_LIQ=7.12e-01   RLWINHF_ICE=5.12e-01   
RKDN=2.06e-05   RKDX=7.17e-04   TENTR=1.57e-05   TENTRX=8.17e-05   VVX=-2.76e+01   RAUTEFR=1.31e-03   RAUTEFS=3.13e-03   RQICRMIN=1.53e-07   RQICRMAX=3.23e-05   RQLCR=1.68e-04   TFVI=1.22e-01   TFVL=1.26e-01   RACCEF=6.42e-01   RRIMEF=8.53e-01   RAGGEF=1.50e+00   REVASX=7.28e-07   RREVASXCS=8.13e-01   RSWINHF_LIQ=8.44e-01   RSWINHF_ICE=9.82e-01   RLWINHF_LIQ=6.36e-01   RLWINHF_ICE=5.83e-01   
RKDN=3.53e-05   RKDX=3.43e-04   TENTR=1.27e-05   TENTRX=1.36e-04   VVX=-3.07e+01   RAUTEFR=5.91e-03   RAUTEFS=1.57e-03   RQICRMIN=4.00e-08   RQICRMAX=3.83e-05   RQLCR=1.92e-04   TFVI=1.90e-01   TFVL=7.42e-02   RACCEF=7.92e-01   RRIMEF=6.76e-01   RAGGEF=1.33e+00   REVASX=6.09e-07   RREVASXCS=1.20e-01   RSWINHF_LIQ=5.54e-01   RSWINHF_ICE=6.83e-01   RLWINHF_LIQ=7.37e-01   RLWINHF_ICE=9.79e-01   
RKDN=2.52e-05   RKDX=7.79e-04   TENTR=4.61e-06   TENTRX=1.17e-04   VVX=-2.19e+01   RAUTEFR=1.34e-03   RAUTEFS=2.38e-03   RQICRMIN=1.97e-07   RQICRMAX=2.54e-05   RQLCR=5.25e-04   TFVI=2.97e-02   TFVL=1.58e-01   RACCEF=7.13e-01   RRIMEF=7.80e-01   RAGGEF=7.82e-01   REVASX=9.36e-07   RREVASXCS=1.53e-01   RSWINHF_LIQ=9.31e-01   RSWINHF_ICE=7.98e-01   RLWINHF_LIQ=7.89e-01   RLWINHF_ICE=5.91e-01   
RKDN=3.95e-05   RKDX=9.90e-05   TENTR=1.11e-05   TENTRX=5.44e-05   VVX=-3.92e+01   RAUTEFR=5.42e-03   RAUTEFS=1.54e-03   RQICRMIN=1.15e-07   RQICRMAX=3.61e-05   RQLCR=2.23e-04   TFVI=1.73e-01   TFVL=1.52e-01   RACCEF=1.06e+00   RRIMEF=1.63e+00   RAGGEF=7.50e-01   REVASX=9.44e-07   RREVASXCS=4.43e-01   RSWINHF_LIQ=5.12e-01   RSWINHF_ICE=6.22e-01   RLWINHF_LIQ=7.01e-01   RLWINHF_ICE=9.47e-01   
RKDN=3.39e-05   RKDX=7.34e-04   TENTR=9.98e-06   TENTRX=7.42e-05   VVX=-2.93e+01   RAUTEFR=5.01e-04   RAUTEFS=9.06e-04   RQICRMIN=4.48e-08   RQICRMAX=2.25e-05   RQLCR=5.45e-04   TFVI=1.93e-01   TFVL=1.04e-01   RACCEF=1.48e+00   RRIMEF=5.98e-01   RAGGEF=1.11e+00   REVASX=3.10e-09   RREVASXCS=2.60e-01   RSWINHF_LIQ=5.64e-01   RSWINHF_ICE=7.48e-01   RLWINHF_LIQ=8.79e-01   RLWINHF_ICE=9.81e-01   
RKDN=3.63e-05   RKDX=8.09e-04   TENTR=1.59e-05   TENTRX=1.24e-04   VVX=-2.21e+01   RAUTEFR=2.13e-03   RAUTEFS=5.37e-03   RQICRMIN=2.06e-07   RQICRMAX=2.72e-05   RQLCR=3.91e-04   TFVI=1.50e-01   TFVL=1.82e-01   RACCEF=1.08e+00   RRIMEF=1.98e+00   RAGGEF=2.11e-01   REVASX=2.55e-07   RREVASXCS=9.12e-01   RSWINHF_LIQ=8.21e-01   RSWINHF_ICE=7.58e-01   RLWINHF_LIQ=8.35e-01   RLWINHF_ICE=6.47e-01   
RKDN=2.94e-05   RKDX=9.42e-04   TENTR=1.43e-05   TENTRX=6.60e-05   VVX=-4.22e+01   RAUTEFR=2.50e-03   RAUTEFS=7.55e-04   RQICRMIN=1.46e-07   RQICRMAX=2.42e-05   RQLCR=4.06e-04   TFVI=1.66e-01   TFVL=4.72e-03   RACCEF=5.41e-01   RRIMEF=9.49e-01   RAGGEF=3.72e-01   REVASX=8.12e-07   RREVASXCS=5.95e-01   RSWINHF_LIQ=5.08e-01   RSWINHF_ICE=9.73e-01   RLWINHF_LIQ=9.08e-01   RLWINHF_ICE=8.75e-01   
RKDN=2.97e-05   RKDX=9.31e-04   TENTR=4.01e-06   TENTRX=1.39e-04   VVX=-4.38e+01   RAUTEFR=3.80e-03   RAUTEFS=5.68e-03   RQICRMIN=2.38e-08   RQICRMAX=4.30e-05   RQLCR=2.95e-04   TFVI=6.17e-02   TFVL=2.72e-02   RACCEF=6.14e-01   RRIMEF=1.88e+00   RAGGEF=8.41e-01   REVASX=4.08e-07   RREVASXCS=1.38e-01   RSWINHF_LIQ=6.98e-01   RSWINHF_ICE=7.63e-01   RLWINHF_LIQ=6.01e-01   RLWINHF_ICE=7.68e-01   
RKDN=2.71e-05   RKDX=5.27e-04   TENTR=8.35e-06   TENTRX=1.15e-04   VVX=-4.58e+01   RAUTEFR=4.38e-03   RAUTEFS=3.47e-03   RQICRMIN=1.91e-07   RQICRMAX=1.94e-05   RQLCR=6.85e-04   TFVI=1.59e-01   TFVL=1.71e-01   RACCEF=1.45e+00   RRIMEF=1.03e+00   RAGGEF=3.02e-01   REVASX=5.43e-07   RREVASXCS=9.71e-01   RSWINHF_LIQ=6.08e-01   RSWINHF_ICE=9.48e-01   RLWINHF_LIQ=7.28e-01   RLWINHF_ICE=6.93e-01   
RKDN=3.22e-05   RKDX=6.13e-04   TENTR=8.54e-06   TENTRX=5.79e-05   VVX=-2.03e+01   RAUTEFR=6.73e-04   RAUTEFS=3.81e-03   RQICRMIN=7.39e-08   RQICRMAX=1.21e-05   RQLCR=5.79e-04   TFVI=5.80e-02   TFVL=8.48e-02   RACCEF=1.39e+00   RRIMEF=1.61e+00   RAGGEF=1.32e+00   REVASX=5.21e-07   RREVASXCS=6.91e-01   RSWINHF_LIQ=7.84e-01   RSWINHF_ICE=5.80e-01   RLWINHF_LIQ=8.73e-01   RLWINHF_ICE=7.58e-01   
RKDN=2.60e-05   RKDX=9.92e-04   TENTR=1.92e-05   TENTRX=1.35e-04   VVX=-4.33e+01   RAUTEFR=6.03e-04   RAUTEFS=9.34e-04   RQICRMIN=1.35e-07   RQICRMAX=1.31e-05   RQLCR=5.52e-04   TFVI=5.85e-02   TFVL=4.06e-02   RACCEF=1.31e+00   RRIMEF=9.30e-01   RAGGEF=5.60e-01   REVASX=8.94e-07   RREVASXCS=5.10e-02   RSWINHF_LIQ=8.77e-01   RSWINHF_ICE=8.43e-01   RLWINHF_LIQ=5.24e-01   RLWINHF_ICE=5.40e-01   
RKDN=4.49e-05   RKDX=6.51e-04   TENTR=1.03e-05   TENTRX=1.43e-04   VVX=-4.14e+01   RAUTEFR=3.92e-03   RAUTEFS=1.31e-03   RQICRMIN=2.10e-07   RQICRMAX=1.23e-05   RQLCR=2.79e-04   TFVI=1.22e-03   TFVL=1.76e-01   RACCEF=5.97e-01   RRIMEF=1.35e+00   RAGGEF=1.19e+00   REVASX=8.85e-08   RREVASXCS=9.63e-01   RSWINHF_LIQ=6.74e-01   RSWINHF_ICE=6.80e-01   RLWINHF_LIQ=7.93e-01   RLWINHF_ICE=9.63e-01   
RKDN=3.12e-05   RKDX=5.04e-04   TENTR=9.62e-06   TENTRX=1.25e-04   VVX=-2.23e+01   RAUTEFR=5.38e-03   RAUTEFS=1.99e-03   RQICRMIN=2.68e-07   RQICRMAX=4.13e-05   RQLCR=2.60e-04   TFVI=1.82e-01   TFVL=1.07e-01   RACCEF=1.28e+00   RRIMEF=1.96e+00   RAGGEF=1.13e+00   REVASX=4.86e-08   RREVASXCS=3.43e-01   RSWINHF_LIQ=9.28e-01   RSWINHF_ICE=6.85e-01   RLWINHF_LIQ=6.03e-01   RLWINHF_ICE=8.14e-01   
RKDN=2.57e-05   RKDX=4.51e-04   TENTR=1.72e-05   TENTRX=1.10e-04   VVX=-2.62e+01   RAUTEFR=4.50e-03   RAUTEFS=3.73e-03   RQICRMIN=1.98e-07   RQICRMAX=2.35e-05   RQLCR=8.83e-04   TFVI=1.00e-01   TFVL=3.03e-02   RACCEF=1.48e+00   RRIMEF=1.34e+00   RAGGEF=1.49e-01   REVASX=9.49e-07   RREVASXCS=4.55e-01   RSWINHF_LIQ=9.25e-01   RSWINHF_ICE=7.68e-01   RLWINHF_LIQ=7.91e-01   RLWINHF_ICE=5.01e-01   
RKDN=2.59e-05   RKDX=8.68e-04   TENTR=1.09e-05   TENTRX=5.69e-05   VVX=-2.37e+01   RAUTEFR=4.77e-03   RAUTEFS=4.77e-03   RQICRMIN=2.51e-07   RQICRMAX=1.01e-05   RQLCR=6.56e-04   TFVI=1.24e-01   TFVL=1.91e-01   RACCEF=7.66e-01   RRIMEF=1.57e+00   RAGGEF=1.42e+00   REVASX=2.43e-08   RREVASXCS=8.68e-01   RSWINHF_LIQ=5.13e-01   RSWINHF_ICE=7.16e-01   RLWINHF_LIQ=6.06e-01   RLWINHF_ICE=7.16e-01   
RKDN=4.16e-05   RKDX=9.58e-04   TENTR=1.79e-05   TENTRX=6.12e-05   VVX=-4.16e+01   RAUTEFR=4.57e-03   RAUTEFS=4.47e-03   RQICRMIN=5.18e-08   RQICRMAX=4.76e-05   RQLCR=9.98e-04   TFVI=6.46e-02   TFVL=1.97e-01   RACCEF=1.18e+00   RRIMEF=1.68e+00   RAGGEF=1.06e+00   REVASX=1.54e-07   RREVASXCS=3.74e-01   RSWINHF_LIQ=5.38e-01   RSWINHF_ICE=9.28e-01   RLWINHF_LIQ=7.13e-01   RLWINHF_ICE=5.13e-01   
RKDN=2.50e-05   RKDX=9.99e-04   TENTR=1.12e-05   TENTRX=1.05e-04   VVX=-3.24e+01   RAUTEFR=5.34e-03   RAUTEFS=6.47e-04   RQICRMIN=4.76e-08   RQICRMAX=4.00e-05   RQLCR=8.28e-04   TFVI=6.42e-03   TFVL=1.71e-02   RACCEF=1.34e+00   RRIMEF=9.57e-01   RAGGEF=1.02e+00   REVASX=3.97e-07   RREVASXCS=6.04e-01   RSWINHF_LIQ=5.24e-01   RSWINHF_ICE=8.78e-01   RLWINHF_LIQ=5.14e-01   RLWINHF_ICE=7.18e-01   
RKDN=4.12e-05   RKDX=7.11e-04   TENTR=1.47e-05   TENTRX=7.05e-05   VVX=-4.99e+01   RAUTEFR=4.48e-03   RAUTEFS=5.43e-03   RQICRMIN=4.91e-08   RQICRMAX=4.48e-05   RQLCR=5.74e-04   TFVI=1.90e-01   TFVL=4.50e-02   RACCEF=5.87e-01   RRIMEF=1.86e+00   RAGGEF=1.35e+00   REVASX=7.37e-07   RREVASXCS=9.53e-01   RSWINHF_LIQ=5.62e-01   RSWINHF_ICE=6.62e-01   RLWINHF_LIQ=7.33e-01   RLWINHF_ICE=9.33e-01   
RKDN=4.19e-05   RKDX=4.35e-04   TENTR=4.96e-06   TENTRX=1.39e-04   VVX=-2.51e+01   RAUTEFR=3.03e-03   RAUTEFS=4.18e-03   RQICRMIN=2.41e-07   RQICRMAX=4.99e-05   RQLCR=9.27e-04   TFVI=1.44e-01   TFVL=1.02e-01   RACCEF=1.43e+00   RRIMEF=1.06e+00   RAGGEF=5.09e-01   REVASX=2.02e-07   RREVASXCS=8.25e-01   RSWINHF_LIQ=7.63e-01   RSWINHF_ICE=8.15e-01   RLWINHF_LIQ=7.52e-01   RLWINHF_ICE=6.19e-01   
RKDN=4.36e-05   RKDX=8.86e-04   TENTR=1.19e-05   TENTRX=1.26e-04   VVX=-4.96e+01   RAUTEFR=4.97e-03   RAUTEFS=1.43e-03   RQICRMIN=7.66e-08   RQICRMAX=4.55e-05   RQLCR=8.47e-04   TFVI=2.12e-03   TFVL=1.42e-01   RACCEF=1.23e+00   RRIMEF=7.74e-01   RAGGEF=4.57e-01   REVASX=5.90e-07   RREVASXCS=2.55e-02   RSWINHF_LIQ=6.66e-01   RSWINHF_ICE=5.88e-01   RLWINHF_LIQ=8.86e-01   RLWINHF_ICE=6.76e-01   
RKDN=3.77e-05   RKDX=1.20e-04   TENTR=9.84e-06   TENTRX=1.06e-04   VVX=-3.53e+01   RAUTEFR=3.64e-03   RAUTEFS=2.97e-03   RQICRMIN=1.26e-07   RQICRMAX=2.07e-05   RQLCR=2.70e-04   TFVI=7.44e-02   TFVL=7.70e-02   RACCEF=1.25e+00   RRIMEF=1.53e+00   RAGGEF=1.48e+00   REVASX=2.89e-07   RREVASXCS=8.45e-02   RSWINHF_LIQ=8.80e-01   RSWINHF_ICE=5.65e-01   RLWINHF_LIQ=5.95e-01   RLWINHF_ICE=9.04e-01   
RKDN=2.25e-05   RKDX=9.78e-04   TENTR=1.27e-05   TENTRX=9.35e-05   VVX=-2.56e+01   RAUTEFR=4.29e-03   RAUTEFS=4.37e-03   RQICRMIN=2.44e-07   RQICRMAX=4.63e-05   RQLCR=1.05e-04   TFVI=9.58e-02   TFVL=2.67e-02   RACCEF=6.39e-01   RRIMEF=1.04e+00   RAGGEF=4.98e-01   REVASX=2.45e-07   RREVASXCS=8.94e-01   RSWINHF_LIQ=6.33e-01   RSWINHF_ICE=5.93e-01   RLWINHF_LIQ=9.01e-01   RLWINHF_ICE=6.05e-01   
RKDN=4.97e-05   RKDX=6.91e-04   TENTR=6.84e-06   TENTRX=1.33e-04   VVX=-4.48e+01   RAUTEFR=4.57e-03   RAUTEFS=1.63e-03   RQICRMIN=1.82e-07   RQICRMAX=3.67e-05   RQLCR=2.44e-04   TFVI=1.49e-01   TFVL=1.93e-01   RACCEF=1.04e+00   RRIMEF=1.60e+00   RAGGEF=5.30e-01   REVASX=9.23e-07   RREVASXCS=6.76e-01   RSWINHF_LIQ=5.01e-01   RSWINHF_ICE=6.37e-01   RLWINHF_LIQ=9.06e-01   RLWINHF_ICE=5.97e-01   
RKDN=3.83e-05   RKDX=2.50e-04   TENTR=9.08e-06   TENTRX=4.49e-05   VVX=-3.85e+01   RAUTEFR=2.56e-03   RAUTEFS=4.50e-03   RQICRMIN=1.22e-07   RQICRMAX=3.54e-05   RQLCR=8.75e-04   TFVI=1.34e-01   TFVL=1.15e-01   RACCEF=1.20e+00   RRIMEF=1.48e+00   RAGGEF=3.08e-01   REVASX=4.97e-07   RREVASXCS=6.28e-01   RSWINHF_LIQ=9.13e-01   RSWINHF_ICE=9.96e-01   RLWINHF_LIQ=7.74e-01   RLWINHF_ICE=7.95e-01   
RKDN=3.30e-05   RKDX=9.16e-04   TENTR=1.69e-05   TENTRX=1.23e-04   VVX=-4.47e+01   RAUTEFR=5.39e-04   RAUTEFS=4.53e-03   RQICRMIN=2.12e-07   RQICRMAX=1.37e-05   RQLCR=4.99e-04   TFVI=1.31e-01   TFVL=1.08e-01   RACCEF=5.50e-01   RRIMEF=6.28e-01   RAGGEF=4.37e-01   REVASX=3.87e-07   RREVASXCS=4.86e-01   RSWINHF_LIQ=6.91e-01   RSWINHF_ICE=6.19e-01   RLWINHF_LIQ=9.50e-01   RLWINHF_ICE=9.08e-01   
RKDN=2.47e-05   RKDX=4.12e-04   TENTR=1.96e-05   TENTRX=4.35e-05   VVX=-2.25e+01   RAUTEFR=5.93e-03   RAUTEFS=6.74e-04   RQICRMIN=1.75e-08   RQICRMAX=3.30e-05   RQLCR=7.06e-04   TFVI=1.66e-02   TFVL=1.18e-01   RACCEF=5.61e-01   RRIMEF=8.67e-01   RAGGEF=7.07e-01   REVASX=2.21e-07   RREVASXCS=7.37e-01   RSWINHF_LIQ=8.83e-01   RSWINHF_ICE=7.80e-01   RLWINHF_LIQ=9.72e-01   RLWINHF_ICE=7.75e-01   
